,PMCID,sentence_id,CONSORT_Item,labels,section,text,metamap_concepts,metamap_concepts_text,metamap_semantictypes
774,PMC3386495,S49,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,table 1 baseline characteristics,,,
775,PMC3386495,S50,['10'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,clinicians entered baseline data via a telephone voice-activated or a secure web-based randomisation system.,"['C1511726', 'C0168634', 'C3245479', 'C3888058', 'C1553451', 'C1705541', 'C0042939', 'C0039457', 'C1515258', 'C3244282', 'C1442488', 'C0871685', 'C3714741', 'C0449913', 'C1879547', 'C4281800']","['Voice G-code', 'BaseLine dental cement', 'Baseline', 'System - kit', 'TelecommunicationCapabilities <voice>', 'Activation action', 'Telephone', 'Telephone Device', 'Clinician', 'Data', 'Data call receiving device', 'Device system', 'Telephone Number', 'Data (eukaryote)', 'Voice', 'System']","['inpr', 'idcn', 'acty', 'qnco', 'prog', 'medd', 'ftcn', 'mnob', 'qlco', 'euka', 'orgf', 'bodm']"
776,PMC3386495,S51,['10'],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"after the system had recorded and checked the data, patients were allocated either immediate thrombolysis with 0·9 mg/kg of intravenous rt-pa to a maximum of 90 mg (10% bolus with the remainder over 1 h) or control treatment.","['C1511726', 'C0205548', 'C0030705', 'C3888058', 'C3887704', 'C1705169', 'C1515981', 'C0449913', 'C3714741', 'C2826546', 'C1882979', 'C1552615', 'C3812160', 'C0332287', 'C0439272', 'C0039798', 'C3538994', 'C4553389', 'C1550141', 'C1283174', 'C1553451', 'C0806909', 'C3844638', 'C0243148', 'C0062074', 'C0520997', 'C1186706', 'C0700308', 'C3539897', 'C3245479', 'C0032143', 'C0087111', 'C0205253', 'C1511237', 'C1415458', 'C1522326', 'C1533734', 'C3274648', 'C0348016', 'C2587213']","['Radiotherapy Bolus', 'Biomaterial Treatment', 'And', 'Checking (action)', 'Data call receiving device', 'Patients', 'Thrombolysis, function', 'Have', 'System', 'Therapeutic procedure', 'HADH gene', 'Either', 'Intravenous', 'Administration procedure', 'Immediate', 'Data (eukaryote)', 'Act Relationship Subset - maximum', 'Treatment Epoch', 'Study Control', 'Device system', 'therapeutic aspects', 'Control function', 'treatment - ActInformationManagementReason', 'control substance', 'Data', 'mg/kg', 'In addition to', 'Scientific Control', 'Protium', 'True Control Status', 'System - kit', 'alteplase', 'Maximum', 'Treating', 'control aspects', 'HAC protocol', 'bolus infusion', 'Bolus of ingested food', 'Stat (do immediately)', 'Maximum Value Derivation Technique']","['clna', 'topp', 'medd', 'enzy', 'mnob', 'fndg', 'bdsu', 'qlco', 'hlca', 'sbst', ' phsu', 'idcn', 'gngm', 'resa', ' aapp', 'elii', 'ftcn', 'podg', 'tmco', 'acty', 'cnce', 'spco', 'euka', 'qnco']"
777,PMC3386495,S52,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,the system would not accept patients with blood pressure or glucose levels outside protocol-defined criteria (appendix pp 4–5) or other data inconsistencies.,"['C1511726', 'C0030705', 'C3888058', 'C4282383', 'C0449913', 'C3714741', 'C1518422', 'C3715209', 'C1271104', 'C0442711', 'C2599718', 'C1522729', 'C1507394', 'C0005823', 'C1553451', 'C0243161', 'C1272641', 'C3245479', 'C0003617', 'C0428548', 'C2348563']","['REMS Protocol', 'Data call receiving device', 'Patients', 'Blood Pressure', 'Appendix', 'Study Protocol', 'Systemic arterial pressure', 'System', 'Glucose level - finding', 'Protocol - answer to question', 'Clinical trial protocol', 'Clinical trial protocol document', 'Protocols documentation', 'criteria', 'Negation', 'Device system', 'Blood pressure finding', 'Data', 'System - kit', 'Data (eukaryote)', 'Library Protocol']","['bpoc', 'inpr', 'idcn', 'medd', 'lbtr', 'ftcn', 'fndg', 'mnob', 'podg', 'euka', 'orgf']"
778,PMC3386495,S53,"['10', '8b']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Study design and patients,"the system used a minimisation algorithm to achieve optimum balance for key prognostic factors (table 1), and from january, 2006, minimisation was additionally stratified by world region and then minimised on all the other key factors within regions.","['C3829466', 'C2700280', 'C2698651', 'C0039224', 'C1553907', 'C3888058', 'C1553451', 'C0560184', 'C1883708', 'C0205147', 'C4319618', 'C1515981', 'C1514474', 'C0002045', 'C0449913', 'C0444868', 'C1706074', 'C0017446', 'C0014653']","['Balance (substance)', 'Data Table', 'Optimum', 'System - kit', 'algorithm', 'All', 'And', 'Geographic Locations', 'Ability to balance', 'Device system', 'Observation Method - algorithm', 'Prognostic Factors', 'Equilibrium', 'Then', 'January', 'System', 'regional', 'Table - furniture', 'World']","['inpr', 'clna', 'idcn', 'geoa', 'popg', 'ftcn', 'mnob', 'fndg', 'orch', 'qlco', 'tmco', 'spco', ' phsu', 'orgf', 'qnco']"
779,PMC3386495,S54,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"to be eligible to join the trial, participating hospitals had to have an organised system of stroke care.","['C0019994', 'C3888058', 'C1553451', 'C0038454', 'C0008976', 'C4554100', 'C1548635', 'C1947933', 'C0449913']","['Eligible', 'Stroke, CTCAE', 'System - kit', 'Cerebrovascular accident', 'Clinical Trials', 'Device system', 'care activity', 'System', 'Hospitals']","['acty', 'ftcn', 'fndg', 'mnob', 'qlco', 'resa', 'dsyn', ' hcro']"
780,PMC3386495,S55,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"acute-care protocols were not specified by the trial, but had to include the components of effective stroke-unit care,19 including, soon after admission, intravenous access, monitoring of physiological variables, correction of any abnormalities, and where clinically appropriate, intravenous-fluid therapy.","['C1548787', 'C0150369', 'C0439828', 'C1515981', 'C0008976', 'C0000769', 'C4554100', 'C0233535', 'C1947976', 'C1518422', 'C1704419', 'C3853603', 'C3272371', 'C0439148', 'C1509845', 'C2700399', 'C0000768', 'C1552551', 'C1704753', 'C0449432', 'C1280519', 'C1283169', 'C0038454', 'C0250336', 'C0016286', 'C1554204', 'C0444454', 'C0062074', 'C0184666', 'C1519795', 'C1705565', 'C0332257', 'C0809949', 'C3539897', 'C0205463', 'C1552866', 'C1880519', 'C0439453', 'C1415458', 'C1947933', 'C0687676', 'C0348016', 'C0231290']","['Role Class - access', 'Preventive monitoring', 'Effectiveness', 'Status post', 'Stroke, CTCAE', 'Appropriate', 'teratologic', 'And', 'Unit', 'butting', 'Unit of Measure', 'Have', 'Correction Report', 'Enzyme Unit', 'Congenital Abnormality', 'HADH gene', 'Monitoring - action', 'Any Data Type', 'Admission activity', 'Cerebrovascular accident', 'Clinical Trials', 'Intravenous', 'Variable (uniformity)', 'Negation', 'Any', 'Hospital admission', 'Include (action)', 'include - SetOperator', 'CARE protocol', 'International Unit', 'Component object', 'Post', 'Unit - NCI Thesaurus Property', 'Unit device', 'Correction (change)', 'Effective', 'Including (qualifier)', 'Physiological', 'HAC protocol', 'care activity', 'Fluid Therapy', 'Access', 'Storage Unit']","['inpr', 'idcn', 'acty', 'gngm', 'topp', 'medd', 'ftcn', 'fndg', 'spco', 'qlco', 'mnob', 'tmco', 'resa', 'cgab', 'dsyn', 'hlca', 'mobd', 'qnco']"
781,PMC3386495,S56,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"all patients in the trial were to be treated within that organised system of stroke care, irrespective of treatment allocation.","['C1706778', 'C0030705', 'C3888058', 'C1553451', 'C3887704', 'C0038454', 'C1705169', 'C0087111', 'C0008976', 'C1947933', 'C4554100', 'C1522326', 'C0444868', 'C1533734', 'C0449913', 'C0039798', 'C3538994']","['Treatment Epoch', 'Stroke, CTCAE', 'System - kit', 'Cerebrovascular accident', 'All', 'Biomaterial Treatment', 'Clinical Trials', 'Device system', 'Administration procedure', 'Patients', 'Treating', 'care activity', 'Allocation', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Therapeutic procedure', 'System']","['acty', 'topp', 'ftcn', 'fndg', 'cnce', 'podg', 'mnob', 'resa', 'dsyn', 'hlca', 'qnco']"
782,PMC3386495,S57,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,patients allocated to the control group were to avoid treatment with rt-pa and received stroke care in the same clinical environment as those allocated to the rt-pa group.,"['C0030705', 'C0441833', 'C0009932', 'C1705169', 'C0687744', 'C3887704', 'C1515981', 'C4554100', 'C0014406', 'C0205210', 'C0332287', 'C1514756', 'C0039798', 'C3538994', 'C0038454', 'C1705429', 'C0445247', 'C0032143', 'C1519504', 'C1257890', 'C0087111', 'C1947933', 'C1522326', 'C1533734', 'C1705428']","['Stroke, CTCAE', 'Biomaterial Treatment', 'And', 'Patients', 'Stage Grouping', 'Receive', 'Therapeutic procedure', 'Cerebrovascular accident', 'User Group', 'Administration procedure', 'Group Object', 'Social group', 'Clinical', 'Control Groups', 'Treatment Epoch', 'Environment', 'Same', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'In addition to', 'Groups', 'alteplase', 'Treating', 'Population Group', 'care activity']","['grup', 'idcn', 'acty', 'enzy', 'topp', 'popg', 'ftcn', 'fndg', 'spco', 'podg', 'cnce', ' phsu', 'qlco', 'resa', 'dsyn', 'hlca', ' aapp']"
783,PMC3386495,S58,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,both treatment groups had blood pressure monitored closely over the first 24 h.,"['C0005823', 'C1272641', 'C1706086', 'C1552839', 'C1271104', 'C1705169', 'C0441833', 'C0687744', 'C0087111', 'C3887704', 'C1279901', 'C1522326', 'C1533734', 'C0205435', 'C0039798', 'C3538994']","['Treatment Epoch', 'Firstly', 'Groups', 'Both', 'Biomaterial Treatment', 'First (number)', 'Table Rules - groups', 'Administration procedure', 'Blood Pressure', 'Treating', 'Blood pressure finding', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Systemic arterial pressure', 'Therapeutic procedure', 'Social group']","['inpr', 'idcn', 'topp', 'popg', 'ftcn', 'fndg', 'cnce', 'qlco', 'resa', 'hlca', 'orgf', 'qnco']"
784,PMC3386495,S59,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"in the double-blinded phase, both groups were to avoid antiplatelet or anticoagulant therapy for 24 h.","['C0205390', 'C1705764', 'C1706086', 'C1552839', 'C1705765', 'C0205173', 'C0441833', 'C0687744', 'C0150108', 'C1710475', 'C0150457']","['Doubling', 'Duplicate', 'Groups', 'Trial Phase', 'anticoagulant therapy', 'Both', 'Phase', 'Table Rules - groups', 'Blinded', 'Double Value Type', 'Social group']","['inpr', 'idcn', 'acty', 'clas', 'topp', 'popg', 'ftcn', 'qlco', 'tmco', 'resa']"
785,PMC3386495,S60,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"in the open phase, patients allocated to the control group were to start aspirin immediately.","['C0205548', 'C0205390', 'C0030705', 'C0009932', 'C0175566', 'C1710475']","['Open', 'Control Groups', 'Trial Phase', 'Phase', 'Patients', 'Stat (do immediately)']","['grup', 'clas', 'spco', 'podg', 'tmco']"
786,PMC3386495,S61,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"blood pressure was managed in the same way in both treatment groups, according to local protocol.","['C0441833', 'C1705169', 'C4282383', 'C0687744', 'C3887704', 'C3715209', 'C1271104', 'C0442711', 'C2599718', 'C1522729', 'C1507394', 'C0039798', 'C3538994', 'C0005823', 'C1552839', 'C0205276', 'C0445247', 'C1272641', 'C1706086', 'C0087111', 'C1522326', 'C1533734', 'C2348563']","['REMS Protocol', 'Both', 'Biomaterial Treatment', 'Blood Pressure', 'Study Protocol', 'Systemic arterial pressure', 'Therapeutic procedure', 'Protocol - answer to question', 'Clinical trial protocol', 'Clinical trial protocol document', 'Administration procedure', 'Protocols documentation', 'Social group', 'Treatment Epoch', 'Local', 'Same', 'Blood pressure finding', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Groups', 'Table Rules - groups', 'Treating', 'Library Protocol']","['inpr', 'idcn', 'topp', 'popg', 'ftcn', 'fndg', 'cnce', 'qlco', 'spco', 'resa', 'hlca', 'orgf']"
787,PMC3386495,S62,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,"additionally, all centres were asked for their pretrial experience of thrombolysis for treatment of stroke, and if the centre had, before joining the trial, a protocol for open-label use of rt-pa and had treated at least three people in the 12 months before joining the trial, the centre was classed as experienced.","['C0439231', 'C3887704', 'C1705169', 'C4282383', 'C1515981', 'C0008976', 'C4554100', 'C4321252', 'C0205099', 'C3715209', 'C0596545', 'C2827499', 'C0442711', 'C2599718', 'C1522729', 'C1507394', 'C0175566', 'C0027361', 'C0181496', 'C3538994', 'C0039798', 'C0205449', 'C0038454', 'C0062074', 'C4551445', 'C0520997', 'C0521125', 'C0332152', 'C0237607', 'C3539897', 'C0032143', 'C0087111', 'C1415458', 'C0457083', 'C1522326', 'C1533734', 'C0444868', 'C2348563', 'C4522130', 'C0042153']","['Labels (device)', 'Stroke, CTCAE', 'REMS Protocol', 'Biomaterial Treatment', 'And', 'Thrombolysis, function', 'month', 'Persons', 'Study Protocol', 'Preposition For', 'Have', 'WWOX wt Allele', 'Therapeutic procedure', 'Usage', 'HADH gene', 'Human Cells, Tissues, and Cellular and Tissue-Based Products Labeling', 'Protocol - answer to question', 'Clinical trial protocol', 'Experience', 'Cerebrovascular accident', 'Clinical Trials', 'Clinical trial protocol document', 'Administration procedure', 'Protocols documentation', 'Before', 'Central', 'Treatment Epoch', 'All', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Labeling Activity', 'Practice Experience', 'Open', 'utilization qualifier', 'Three', 'alteplase', 'Treating', 'HAC protocol', 'Library Protocol', 'Label (document)']","['clna', 'topp', 'enzy', 'fndg', 'mnob', 'qlco', 'hlca', ' phsu', 'inpr', 'idcn', 'gngm', 'resa', ' aapp', 'popg', 'ftcn', 'tmco', 'dsyn', 'menp', 'acty', 'spco', 'cnce', 'qnco']"
788,PMC3386495,S63,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and patients,all patients had a ct or mri brain scan before randomisation and a follow-up scan at 24–48 h.,"['C0412675', 'C0444868', 'C0030705', 'C1515981']","['All', 'And', 'MRI brain procedure', 'Patients']","['podg', 'diap', 'qnco', 'idcn']"
789,PMC3386495,S64,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and patients,a repeat brain scan was required if the patient deteriorated neurologically or intracranial haemorrhage was suspected for any reason.,"['C1705914', 'C0392360', 'C0030705', 'C0151699', 'C3272371', 'C0596217', 'C1547730', 'C1552551', 'C0205341']","['Any', 'Repeat Object', 'Any Data Type', 'Intracranial Hemorrhage', 'Repeat Pattern', 'Patients', 'Indication of (contextual qualifier)', 'Brain scan', 'Repeat']","['inpr', 'idcn', 'ftcn', 'patf', 'podg', 'qlco', 'tmco', 'diap']"
790,PMC3386495,S65,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and patients,"although ct scanning was preferred, mri was allowed.","['C1824234', 'C0040405', 'C0024485', 'C3890166']","['X-Ray Computed Tomography', 'CYREN gene', 'Magnetic Resonance Imaging', 'Magnetic Resonance Imaging Study File']","['inpr', 'gngm', 'diap']"
791,PMC3386495,S66,"['6a', '11a']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and patients,"all scans were sent to the trial centre in edinburgh for masked central rating of any signs of visible early ischaemia (presence and extent of hypo-attenuation, swelling, hyperattenuated artery), haemorrhage, and background brain changes (leukoaraiosis, atrophy, prior stroke lesions, non-stroke lesions) with validated rating methods.20–25","['C0599946', 'C1279919', 'C1515981', 'C0008976', 'C0038999', 'C4554100', 'C0025663', 'C0205099', 'C1518422', 'C0150112', 'C0003842', 'C0006104', 'C0150312', 'C0439792', 'C3272371', 'C0013604', 'C0332287', 'C0220912', 'C1552551', 'C0333641', 'C0205379', 'C0948163', 'C0220913', 'C0449851', 'C0038454', 'C0392148', 'C0443172', 'C0221198', 'C1706907', 'C0226004', 'C0871208', 'C0332152', 'C1555580', 'C0392747', 'C0311392', 'C0019080', 'C0022116', 'C0150108', 'C0025664', 'C0444868', 'C2826257', 'C0441633']","['Scanning', 'Stroke, CTCAE', 'Arterial system', 'Rating (action)', 'Methods', 'And', 'Edema', 'Background', 'Methods aspects', 'Blinded', 'Manufactured sign', 'Present', 'Providing presence (regime/therapy)', 'Atrophic', 'Any Data Type', 'Hemorrhage', 'psychological masking', 'Cerebrovascular accident', 'Clinical Trials', 'Changed status', 'Brain', 'Swelling', 'Before', 'Central', 'Negation', 'Any', 'Prior Medication Usage', 'visible', 'masked - No information', 'Physical findings', 'Leukoaraiosis', 'Aspects of signs', 'All', 'Changing', 'Early', 'In addition to', 'Lesion', 'Arteries', 'Techniques', 'Extent', 'Ischemia', 'Attenuation']","['sosy', 'inpr', 'bpoc', 'idcn', 'acty', 'topp', 'ftcn', 'fndg', 'patf', 'spco', 'qlco', 'cnce', 'tmco', 'bdsy', 'dsyn', 'resa', 'mnob', 'diap', 'qnco', 'evnt']"
792,PMC3386495,S67,"['11a', '6a']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Study design and patients,"images were assessed with all original identifiers stripped from the record, and then viewed via a secure web-based image viewing system by an international panel of expert radiologists.","['C0282111', 'C3888058', 'C1704254', 'C0441833', 'C1515981', 'C2347409', 'C0260194', 'C0449913', 'C3146231', 'C1883708', 'C3853788', 'C1519222', 'C1553451', 'C0659450', 'C0205313', 'C1704922', 'C1706365', 'C0600091', 'C1999270', 'C0444868', 'C1512888', 'C0034869']","['And', 'International', 'Internet', 'Laboratory Order Panels', 'System', 'Identifier', 'Secure - resin cement', 'Security - service', 'Then', 'Secure feeling', 'Record - QueryRequestLimit', 'Original', 'Original Regulatory Submission', 'Image', 'All', 'Device system', 'Medical Image', 'Device Panel', 'Records', 'radiologist', 'Groups', 'System - kit']","['inpr', 'idcn', 'bodm', 'lbpr', 'prog', 'ocac', 'ftcn', 'mnob', 'cnce', 'qlco', 'tmco', 'menp', 'qnco']"
793,PMC3386495,S68,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design and patients,all assessments were made masked to all patient details and treatment allocation.,"['C1706778', 'C1261322', 'C0030705', 'C0150112', 'C3887704', 'C1705169', 'C0087111', 'C1515981', 'C0150108', 'C1522508', 'C1533734', 'C0444868', 'C1522326', 'C1555580', 'C0039798', 'C3538994']","['Treatment Epoch', 'masked - No information', 'psychological masking', 'All', 'Biomaterial Treatment', 'And', 'Evaluation procedure', 'Treating', 'Administration procedure', 'Patients', 'Blinded', 'Allocation', 'therapeutic aspects', 'treatment - ActInformationManagementReason', 'Therapeutic procedure', 'Details']","['idcn', 'acty', 'topp', 'ftcn', 'cnce', 'podg', 'qlco', 'resa', 'hlca', 'qnco']"
