,PMCID,sentence_id,CONSORT_Item,labels,section,text
975,PMC3502035,S92,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,"we carried out efficacy analyses on an intention to treat population, consisting of all participants randomised to the intervention arm or to the usual care arm and who had at least one recorded blood pressure measurement after randomisation."
976,PMC3502035,S93,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,analyses were based on the treatment group to which the participant was randomised.
977,PMC3502035,S94,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,we compared the primary endpoint measure (blood pressure control at week 26) between the study groups using a log binomial generalised linear model with stratification status at randomisation as a covariate.
978,PMC3502035,S95,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,"stratification status was fit as a categorical variable with the three blood pressure target groups (≤125/75 mm hg, ≤130/80 mm hg, and ≤140/90 mm hg) based on the participant’s clinical profile."
979,PMC3502035,S96,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,"change in systolic and diastolic blood pressure from baseline to 26 weeks were each analysed by analysis of covariance, with treatment group and stratification status as factors and mean baseline blood pressure as a covariate."
980,PMC3502035,S97,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analyses,we also describe the proportion and rate of adverse events (per participant).
981,PMC3551223,S157,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Supplementary Material,web appendix
982,PMC3551223,S41,['3a'],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"this report covers the planned analysis of the first 24 weeks (including the primary endpoint) of an on-going 2-year double-blind placebo controlled parallel-group clinical trial (nct00810199, eudract no 2008-001847-20)."
983,PMC3551223,S42,['11a'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"the treatment allocation of individual patients remained blinded for patients, site personnel and the data analysis/interpretation team, except for the separate subgroup technically preparing the data."
984,PMC3551223,S43,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,the study was approved by the appropriate institutional review boards/ethics committees with written informed consent obtained from each patient before study participation.
985,PMC3551223,S44,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study design,"the study was conducted in full accordance with international conference on harmonisation/good clinical practice and the principles, laws and regulations of the countries in which the research was conducted."
986,PMC3551223,S46,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"eligible patients had confirmed ra according to the 1987 american college of rheumatology (acr) criteria with active disease defined as disease activity score based on 28 joints–erythrocyte sedimentation rate (das28–esr) greater than 4.4 at baseline and 4.0 or more at screening, and had been receiving methotrexate for at least 12 weeks, with a stable dose of at least 15 mg/week for 6 weeks or longer before starting study treatment."
987,PMC3551223,S47,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"for inclusion, patients were also required to have bone damage with radiographic evidence of at least one joint with definite erosion attributable to ra as determined by a central reader."
988,PMC3551223,S48,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Patients,"major exclusion criteria included severe comorbidities, any previous use of biological agents as well as any conventional disease-modifying antirheumatic drug treatment other than methotrexate during the month (3 months for leflunomide) preceding the baseline visit (see supplementary data, available online only, for full inclusion and exclusion criteria)."
989,PMC3551223,S50,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Study treatment,"patients were randomly assigned either to the add-on or the switch strategy group (see supplementary data, available online only, for study design schematic)."
990,PMC3551223,S51,['8b'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",Study treatment,randomisation was stratified by study site and baseline das28–esr (≤ or >5.5) using a minimisation algorithm.
991,PMC3551223,S52,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study treatment,all patients received open-label tocilizumab 8 mg/kg intravenously every 4 weeks.
992,PMC3551223,S53,"['11b', '5']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study treatment,"treatment with methotrexate/placebo was double-blind: all patients received identical capsules of either placebo (switch strategy arm) or methotrexate 2.5 mg (add-on strategy arm), with the number of capsules at study entry being consistent with prestudy dosage."
993,PMC3551223,S54,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Study treatment,"tocilizumab and/or disease-modifying antirheumatic drug treatment was reduced or temporarily interrupted in patients with alanine aminotransferase or aspartate transaminase values greater than one to three times the upper limit of normal (uln), and was discontinued for persistent increases greater than three times uln."
994,PMC3551223,S56,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Concomitant RA treatments,oral corticosteroids (≤10 mg/day prednisone or equivalent) and non-steroidal anti-inflammatory drugs were permitted as long as doses had been stable for at least 25 of 28 days before the start of study treatment.
995,PMC3551223,S57,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Concomitant RA treatments,"alterations in the non-steroidal anti-inflammatory drug dose were not recommended during the study, particularly during the first 24 weeks."
996,PMC3551223,S58,['5'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",Concomitant RA treatments,the corticosteroid dose could not be changed during the first 24 weeks of the study.
997,PMC3551223,S60,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Collected patient data and assessments,data collected at baseline included demographics and disease characteristics such as ra disease duration.
998,PMC3551223,S61,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Collected patient data and assessments,"at baseline and every 4 weeks thereafter the following parameters were assessed: tender joint count, swollen joint count, health assessment questionnaire–disability index (haq–di), patient's global assessment, physician's global assessment, c-reactive protein (crp), esr."
999,PMC3551223,S62,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Collected patient data and assessments,"quality of life was assessed at baseline and at weeks 4, 8, 12 and 24 using the rheumatoid arthritis quality of life questionnaire (raqol)."
1000,PMC3551223,S63,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Collected patient data and assessments,"at each visit, patients were monitored for adverse events, vital signs and laboratory tests (eg, blood counts, transaminases, cholesterol)."
1001,PMC3551223,S64,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Collected patient data and assessments,radiographs of the hands/wrists and feet were obtained at baseline and week 24.
1002,PMC3551223,S65,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Collected patient data and assessments,"each radiograph was assessed applying the genant-modified sharp scoring system (gss) by two independent readers (perceptive informatics medical imaging services, berlin, germany) who were blinded to treatment assignment, chronological order of radiographs and patient's clinical status."
1003,PMC3551223,S66,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Collected patient data and assessments,"the smallest detectable change (sdc) for gss was computed based on the observed sd of difference between the x-ray readers,14 whereas three readers in total participated in the campaign."
1004,PMC3551223,S67,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Collected patient data and assessments,the sdc is the smallest change that can be attributed to something more than observed variability of reader differences.
1005,PMC3551223,S69,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,the clinical superiority of the tocilizumab plus methotrexate combination treatment in the phase ii charisma study13 had an important influence on the statistical parts of the design.
1006,PMC3551223,S70,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,"to assess the working hypothesis that the add-on strategy (ie, initiation of tocilizumab plus continuation of methotrexate) would be superior to the switch strategy (ie, initiation of tocilizumab and discontinuation of methotrexate), the primary outcome measure of the study was defined as the percentage of patients in remission according to das28–esr (das28 <2.6) at week 24."
1007,PMC3551223,S71,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,a two-sided statistical test of no difference between the two treatment arms at the 5% significance level was used.
1008,PMC3551223,S72,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"specifically for the primary endpoint, as well as for similar endpoints, a logistic regression model was employed including the stratification factors used at randomisation (site and baseline das28 ≤ or >5.5) with a supportive cochran–mantel–haenszel test stratified for the same parameters."
1009,PMC3551223,S73,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,analysis of covariance models were used to compare continuous outcome measures.
1010,PMC3551223,S74,['12a'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"efficacy analyses were conducted in the intention-to-treat population (all randomly assigned and treated patients analysed in the arm they were randomly assigned to) with non-responder imputation for categorical variables (eg, das28 remission, acr response), last observation carried forward until patient withdrawal for missing joint counts and no additional imputation of missing values."
1011,PMC3551223,S75,['7a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",Statistical analysis,the target sample size (235 patients per arm) was computed to provide 80% power to detect a 12.5% treatment effect difference between an expected 42.5% das28 remission rate at week 24 in the add-on strategy arm versus 30% in the switch strategy arm.12
1012,PMC3551223,S76,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,"this difference (12.5%) was deemed to be clinically relevant by the study's steering committee (see supplementary data, available online only)."
1013,PMC3551223,S77,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Statistical analysis,the following additional endpoints were analysed in accordance with the european league against rheumatism (eular)/acr collaborative recommendations for reporting ra disease activity in clinical trials:11
1014,PMC3551223,S78,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,"other outcome measures at week 24 included mean changes in das28–esr and in selected variables (eg, swollen joint count, tender joint count, esr, crp, haq–di, raqol); percentage of patients who improved during the 24 weeks of the study according to acr20/50/70/90, eular response and the percentage of patients with das28 <3.2 (low disease activity state)."
1015,PMC3551223,S79,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,"remission as defined by the 2010 acr–eular criteria (boolean definition),15 simplified disease activity index ≤3.3 and clinical disease activity index ≤2.8 were analysed post hoc."
1016,PMC3551223,S80,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,"to approach the concepts of onset of action and sustainability, changes over time of selected variables such as joint counts, crp, pain and haq–di were evaluated."
1017,PMC3551223,S81,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,the domain fatigue was evaluated using question 21 of the raqol questionnaire.
1018,PMC3551223,S82,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,"radiographic endpoints included changes from baseline in total gss, erosion and joint space narrowing scores and the proportion of patients with no radiographic progression (progression defined as change in gss >sdc or >0)."
1019,PMC3551223,S83,['6a'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",Statistical analysis,"safety endpoints included the incidence of adverse events (ae), serious ae, serious infections and specific laboratory abnormalities, which were analysed in the safety population (all treated patients with at least one post-dose assessment of safety, analysed according to the treatment received)."
1020,PMC3590447,S41,"['3a', '4b']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",Trial design and participants,"in this randomised controlled trial, patients were recruited from 37 of 45 renal units in acute hospitals throughout the uk that obtained local ethical approval."
1021,PMC3590447,S42,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Trial design and participants,"inclusion criteria were: age 18–75 years; biopsy-proven diagnosis of membranous nephropathy (we did not impose a limit on the time since biopsy), regarded as idiopathic with no evidence of an underlying cause (such as drugs, infections, or tumours); and serum or plasma creatinine concentration of less than 300 μmol/l together with a 20% or greater decline in excretory renal function (measured by creatinine clearance or estimated with the cockcroft-gault calculation, and later by the modification of diet in renal disease [mdrd] formula13) that was based on at least three measurements over a period of 3 months or longer within the 2 years before study entry."
1022,PMC3590447,S43,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Trial design and participants,we excluded patients whose membranous nephropathy was a result of secondary causes (defined according to usual clinical practice).
1023,PMC3590447,S44,['4a'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Trial design and participants,"other exclusion criteria were: known infection with hepatitis b or c virus or hiv; known malignant disease; positive antibodies to double-stranded dna; current treatment with gold, penicillamine, non-steroidal anti-inflammatory drugs, cytotoxic drugs, or ciclosporin; more than 3 months' treatment with corticosteroids in the preceding 2 years; pregnancy or unreliable contraception; or a previous adverse reaction to prednisolone, methylprednisolone, chlorambucil or ciclosporin."
1024,PMC3590447,S45,['0'],"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",Trial design and participants,ethics approval was obtained from the south west multicentre research ethics committee (reference mrec/97/6/12).
